journal_name,issn,field,doi,title,received_date,accepted_date,revised_date,published_date,days_submission_to_acceptance,days_acceptance_to_publication,days_total,data_source
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-z2025007,Effect of the Incorporation of SiC Fine Particle on the Tribological Behaviors of Chromium Coating Deposited from Trivalent Chromium Bath (Investigation on Dry Sliding Characteristics against Alumina),2025-06-25,2025-08-19,,2026-01-01,55,135,190,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-md2025016,Thermoelectric Properties of Aluminum–Palladium–Ruthenium Icosahedral Quasicrystals,2025-12-05,2026-01-16,,2026-01-01,42,,27,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-y2025008,Identification of Strengthening Factors in Hot-Rolled Dual Phase PM Ti-Fe Alloys by a Machine Learning Approach,2025-05-21,2025-08-26,,2026-01-01,97,128,225,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.f-m2026806,"Possibility for As-Cast Application for Cold Crucible Levitation Melted Co-Ni-Al Alloys with &lt;i&gt;γ&lt;/i&gt;+&lt;i&gt;β&lt;/i&gt; Dual Phases, and Their Mechanical and Oxidation Properties",2025-10-15,2026-01-09,,2026-01-01,86,,78,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025174,Influence of Cu on Strength and Ductility of Al-Mg-Si Alloys with Excess Fe and Si Processed by High-Pressure Torsion,2025-12-24,2026-01-30,,2026-01-01,37,,8,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-y2025013,Effect of Al Addition on the Pressure Sintering Properties of B&lt;sub&gt;4&lt;/sub&gt;C Powder,2025-08-18,2025-10-01,,2026-01-01,44,92,136,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.m-m2025806,Effects of Organic Additives and Antimony Addition to the Zn Electrowinning Solutions on the Current Efficiency and Crystal Structure of Zinc Deposition,2025-10-07,2025-12-16,,2026-01-01,70,16,86,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-md2025011,Effect of the Third Element Addition in Ta–Te Dodecagonal Quasicrystal,2025-11-04,2025-12-23,,2026-02-20,49,59,108,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025099,Effect of Humidity on Antibacterial Activity of Copper and Its Alloy Surfaces,2025-07-07,2025-09-27,,2026-01-01,82,96,178,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025109,Effects of Grain Size and Tensile Direction on Strain Rate Sensitivity of Tensile Properties in Pure Titanium Cold-Rolled Sheet,2025-08-05,2025-10-20,,2026-01-01,76,73,149,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-p2025005,Parameter Estimation for Phase-Field Crack Propagation Simulation Using Nonsequential Data Assimilation – Validation by Numerical Experiments –,2025-07-22,2025-10-01,,2026-01-01,71,92,163,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-e2025002,Development of an Electric Double-Layer Capacitor-Type Heat Flow Switching Device with Ag&lt;sub&gt;2&lt;/sub&gt;S&lt;sub&gt;0.8&lt;/sub&gt;Se&lt;sub&gt;0.2&lt;/sub&gt; as the Functional Electrode,2025-09-19,2025-10-07,,2026-01-01,18,86,104,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025110,Comparative Analysis of Microstructure and Mechanical Properties in Aluminum Alloy Automotive Control Arms Fabricated from Extruded Bars versus Horizontal Direct Chill Cast Bars,2025-08-06,2025-09-22,,2025-12-01,47,70,117,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025096,Grain Refinement Behaviors of Mg-Nd-Zn Alloy by Zirconium,2025-06-20,2025-08-19,,2025-12-01,60,104,164,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-l2025008,Enhanced Dispersion of Initial Oxide Scale in Build-Up Friction Stir Welds of A6061 Aluminum Alloy Plates Using Tools with Wide Pitch Threaded Probe,2025-06-04,2025-09-09,,2025-12-01,97,83,180,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025027,"Effects of Cr&lt;sub&gt;3&lt;/sub&gt;C&lt;sub&gt;2&lt;/sub&gt;, TaC, Re, and Ru Additives on Microstructure and Properties of WC-10Co",2025-02-25,2025-08-27,,2025-12-01,183,96,279,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-p2025004,Microstructural Evolution of Low Carbon Steel Tubes with Variable Wall Thickness in Dieless Mandrel Drawing,2025-06-30,2025-09-17,,2025-12-01,79,75,154,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-l2025010,Evaluation of Joint Properties and Theoretical Analysis of Dissimilar Friction Welding between Al-11%Zn-3%Mg-1.4%Cu Alloy and SUS304 Stainless Steel,2025-07-25,2025-08-27,,2025-12-01,33,96,129,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-l2025011,Kinetic Analysis of Precipitation Process in the Two-Step Age Hardening of an Al-6%Zn-0.75%Mg Alloy,2025-08-18,2025-09-03,,2025-12-01,16,89,105,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025098,Fatigue Properties of Sintered Ag Nanoparticles Evaluated by a Pseudo-Fracture Mechanics Approach,2025-07-01,2025-09-02,,2025-12-01,63,90,153,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025108,Silver Nanoparticles Confined in Nitrogen-Doped Hollow Carbon Sphere for CO&lt;sub&gt;2&lt;/sub&gt; Electroreduction: Key Roles of Support Architecture and Poly(Ethylenimine) Precursor,2025-08-01,2025-09-16,,2025-12-01,46,76,122,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-l2025007,Effect of Properties of Aluminum Alloy Flyer Plate on Formation of Welded Area by Magnetic Pulse Welding of Aluminum and Copper,2025-05-26,2025-08-08,,2025-12-01,74,115,189,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025079,Microwave Absorption Properties of Fe&lt;sub&gt;3&lt;/sub&gt;B–Fe Composite Powder,2025-09-10,2025-09-16,,2025-12-01,6,76,82,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025093,Microstructure Evolution during Semi-Solid Rheo-Cast Process of Al-Zn-Mg-Cu Alloy Reinforced with Potassium Titanate Whiskers,2025-06-13,2025-07-22,,2025-12-01,39,132,171,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-l2025009,Strengthening of Aluminum Alloys Using Severe Plastic Deformation,2025-07-24,2025-08-27,,2025-12-01,34,96,130,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025087,Microstructural and Hardness Change at Aluminum-Scandium Wire Bond Interface during High Temperature Operation in Active Power Cycle Test,2025-06-12,2025-07-30,,2025-11-01,48,94,142,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025078,Removal of Oxygen from Commercially Pure Titanium Melt via a Two-Step Plasma-Arc Melting Process Using Hydrogen,2025-05-12,2025-07-30,,2025-11-01,79,94,173,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025057,The Effect of Light Irradiation on the Antibacterial Activity of Copper Oxide Surface,2025-04-03,2025-07-25,,2025-11-01,113,99,212,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-y2025012,"Effect of Carbon, Nitrogen and Binder Content on the Mechanical Properties of Ultrafine-Grained Cemented Carbide with the Combined Addition of Ti(C,N) and Cr&lt;sub&gt;3&lt;/sub&gt;C&lt;sub&gt;2&lt;/s",2025-07-28,2025-08-15,,2025-11-01,18,78,96,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025067,"Encompassing Investigation of the Correlation between Secondary Phase Formation, Heat Treatment and Coercivity for Nd–Fe–B Sintered Magnets by &lt;i&gt;in situ&lt;/i&gt; High-Temperature Synchrotron X",2025-04-21,2025-07-31,,2025-11-01,101,93,194,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-d2025002,Analysis of Dezincification Corrosion Behavior of Cu-30 mass%Zn Alloy by Electrochemical Impedance Spectroscopy,2025-05-02,2025-08-18,,2025-11-01,108,75,183,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-y2025010,Structural Observation of Cathode/Sulfide Electrolyte Interface in All-Solid-State Batteries by &lt;i&gt;In Situ&lt;/i&gt; Thin-film X-ray Diffraction,2025-07-08,2025-08-15,,2025-11-01,38,78,116,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-p2025003,Effects of PVD Coating Properties on Die Damage in Piercing of 1470-MPa-Class Ultrahigh-Strength Steel Sheet,2025-02-28,2025-07-24,,2025-11-01,146,100,246,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025088,Principle of Creep Strengthening for Polycrystalline Ni–20 mass% Cr Solid Solutions,2025-06-12,2025-07-29,,2025-11-01,47,95,142,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-y2025011,Fabrication and Lithium Intercalation Properties of Graphite-Li&lt;sub&gt;10&lt;/sub&gt;P&lt;sub&gt;3&lt;/sub&gt;S&lt;sub&gt;12&lt;/sub&gt;Br Anode Composites,2025-07-09,2025-08-01,,2025-11-01,23,92,115,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-y2025006,Carbon Solid Solution Effect on Microstructures of Laser Powder Bed Fusion Prepared Ti Alloys,2025-04-24,2025-07-07,,2025-11-01,74,117,191,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-l2025006,Effects of Quenching Conditions on Nanostructure and Age-Hardening Behavior of an Al-Zn-Mg Alloy,2025-04-07,2025-06-28,,2025-10-01,82,95,177,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025076,Phyto-mediated Synthesis of CeO&lt;sub&gt;2&lt;/sub&gt; Particles by Tea Residue Extract: Structure Characterization and Use for Diesel Soot Combustion,2025-05-16,2025-06-27,,2025-10-01,42,96,138,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025082,Changes in Carburized Microstructures and Creep Properties of Nb-Added SCH13A Heat-Resistant Cast Steel due to Different Pouring Temperatures,2025-06-03,2025-06-20,,2025-10-01,17,103,120,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-y2025004,Microstructure and Strengthening Mechanism of Fe-Supersaturated α Titanium alloy Produced by Laser Powder Bed Fusion,2025-03-18,2025-06-17,,2025-10-01,91,106,197,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025090,Grain-Refinement by MDFing under Decreasing-Temperature Conditions Followed by Room-Temperature MDFing of AZX611Mg Alloy and Change in Mechanical Properties,2025-06-11,2025-07-16,,2025-10-01,35,77,112,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025014,Evaluation the Diffusion Bonding Process of Hardox 400 Steel and Aluminum Alloy AA7020 with Interlayer,2025-02-17,2025-06-27,,2025-10-01,130,96,226,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-z2025003,Microstructure and Compressive Strength of Fly Ash/Slag Based Geopolymer Using Raman Spectroscopy,2025-02-03,2025-07-10,,2025-10-01,157,83,240,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-z2025006,Relationship of Scan Strategy on Microstructure and Residual Stress of Martensitic Stainless Steel SUS420J2 Fabricated by Laser Powder Bed Fusion,2025-05-19,2025-07-07,,2025-10-01,49,86,135,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.f-m2025804,Effect of Bentonite on the Strength of Shell and Cold Box Molds,2025-02-26,2025-07-03,,2025-10-01,127,90,217,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-m2025044,Effect of Aging Heat Treatment on Precipitates and Mechanical Properties of Ti-Cr-Sn Superelastic Alloys with High Sn Content,2025-03-28,2025-07-07,,2025-10-01,101,86,187,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-y2025005,Strengthening Mechanism of Ti-Zr Sintered Alloys with Sc Addition,2025-04-18,2025-06-23,,2025-10-01,66,100,166,jstage
Materials Transactions,1345-9678,Physics,10.2320/matertrans.mt-i2025001,Application of Cos α Method for Analysis of Residual Stress in Hydrogen-Permeable Multi-Phase Nb-TiNi Alloys,2025-04-15,2025-07-05,,2025-10-01,81,88,169,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0335,Defensin-4 as a proposed diagnostic marker for gingivitis and periodontitis,2025-09-26,2025-11-15,2025-11-13,2026-01-01,50,47,97,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0252,A case report on the oral manifestations of Stüve-Wiedemann syndrome,2025-07-18,2025-11-26,2025-11-09,2026-01-01,131,36,167,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0254,A case of Stevens-Johnson syndrome triggered by &lt;i&gt;Mycoplasma&lt;/i&gt; infection,2025-07-22,2025-11-06,2055-10-29,2026-01-01,107,56,163,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0298,Effect of CAD-CAM block material and thickness on the translucency parameter and polymerization of light-cured resin cement,2025-08-23,2025-12-24,2025-12-22,2026-01-01,123,8,131,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0294,Stage-specific analysis of targeted microRNAs in oral squamous cell carcinoma and their association with the use of naswar,2025-08-16,2025-11-18,2025-11-14,2026-01-01,94,44,138,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0397,Shear bond strength of resin luting material to zirconia using a pre-sintered coating approach,2025-11-19,2025-12-09,2025-12-05,2026-01-01,20,23,43,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0161,Influence of vat polymerization methods on surface and bonding behavior of additive manufactured dental resins,2025-05-01,2025-09-18,2025-09-11,2026-01-01,140,105,245,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0309,In vitro evaluation of color stability of non-pigmented maxillofacial silicone elastomer immersed in condiments,2025-09-02,2025-11-04,2025-10-07,2026-01-01,63,58,121,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0425,Preschool and primary school teachers’ knowledge of emergency management of traumatic dental injuries: a cross-sectional study,2025-12-03,2026-02-03,2026-01-28,2026-01-01,62,,29,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0236,In vitro evaluation of microleakage in a tricalcium silicate-based cement matured for 12 min or 24 h and covered with glass ionomer cement or resin composite,2025-07-07,2026-01-14,2026-01-06,2026-01-01,191,,178,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0350,Quantitative evaluation of the effectiveness of metal artifact reduction using a dedicated phantom across cone-beam computed tomography devices,2025-10-07,2025-12-26,2025-12-21,2026-01-01,80,6,86,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0372,"Influence of different chelating agents on the microhardness, surface roughness, and adhesion of biodentine to root dentin",2025-10-30,2025-12-22,2025-12-06,2026-01-01,53,10,63,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0328,Effect of ion implantation on adhesion to zirconia material,2025-09-19,2025-12-02,2025-12-01,2026-01-01,74,30,104,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0369,Effects of thermoplastic resin clasps on force and torsional moment on the abutment tooth during removal,2025-10-28,2025-12-23,2025-12-22,2026-01-01,56,9,65,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0024,Ex-vivo evaluation of intratubular antibacterial activity and biocompatibility of two hydraulic calcium silicate-based endodontic sealers,2025-01-21,2025-10-31,2025-10-28,2026-01-01,283,62,345,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0193,Orthodontic tooth movement following bone regeneration with modified bone graft materials treated with a biosilane coupling agent,2025-05-27,2025-08-25,2025-08-09,2026-01-01,90,129,219,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0321,Comparison of the frictional resistance of 3D-printed brackets and conventional brackets,2025-09-12,2026-01-14,2025-12-30,2026-01-01,124,,111,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0291,Association between oral health and nutritional intake among older denture wearers,2025-08-14,2025-10-28,2025-10-21,2026-01-01,75,65,140,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0220,Comparison of intratubular biomineralization between in vivo and in vitro conditions,2025-06-19,2025-11-08,2025-09-04,2026-01-01,142,54,196,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0217,Enamel matrix derivative-induced cementoblast differentiation via Wnt/β-catenin signaling in human periodontal ligament cells,2025-06-17,2025-10-03,2025-09-29,2026-01-01,108,90,198,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0079,Effect of precipitate formation in the root canal on the accuracy of electronic apex locators,2025-02-27,2025-06-30,2025-06-24,2025-01-01,123,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0048,Influence of a die spacer on the fit and load to failure of cantilever resin-bonded fixed dental prostheses,2025-02-11,2025-07-03,2025-06-26,2025-01-01,142,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0318,"Effect of sintering temperature on crystal structure, optical and thermal properties, and surface roughness and topography of nanolithium disilicate and zirconia-reinforced nanolithium silicate cerami",2024-08-13,2025-01-11,2025-01-05,2025-01-01,151,,141,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0026,The relationship between the Cbm and Cnm genes in &lt;i&gt;Streptococcus mutans&lt;/i&gt; isolated from arches and brackets of patients and antibiotic resistance profiles,2025-01-22,2025-08-09,2025-07-28,2025-01-01,199,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0228,Effect of graphene oxide on the biaxial flexural strength and translucency of ultrathin monolithic zirconia,2024-06-11,2024-11-05,2024-10-18,2025-01-01,147,57,204,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0223,Synergistic effects of reduced graphene oxide on the antibacterial activity of calcium hydroxide-based intracanal medicaments containing different vehicles,2024-06-05,2024-11-08,2024-10-31,2025-01-01,156,54,210,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0470,Effectiveness of silicone mask fitters for reduction of diffuse composite dust leakage during removal of bonded attachments for clear aligners,2024-12-18,2025-05-28,2025-05-25,2025-01-01,161,,14,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0417,Impact of erosive and abrasive wear on the surface characteristics of hybrid ceramic-polymer dental materials,2024-11-02,2025-01-18,2025-01-12,2025-01-01,77,,60,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0040,Relationship between severity of periodontitis and oral health-related quality of life in Korean adults,2025-01-31,2025-03-22,2025-03-16,2025-01-01,50,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0068,Antimicrobial potential and biological properties of modified glass-ionomer cement supplemented with chlorhexidine diacetate,2025-02-20,2025-05-20,2025-05-14,2025-01-01,89,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0126,Thermal effects on the optical properties of dental composite resins and glass ionomer cements in forensic contexts,2025-03-31,2025-08-19,2025-08-15,2025-01-01,141,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0083,"Effects of sintering protocols, yttria content, and zirconia thickness on the optical properties of monolithic zirconia",2025-03-01,2025-04-08,2025-04-02,2025-01-01,38,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0287,Effect of coffee roasting level on tooth discoloration,2024-07-21,2024-09-28,2024-09-27,2025-01-01,69,95,164,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0212,"Effects of different types of molds on the color difference, translucency, surface roughness, and hardness of a maxillofacial silicone elastomer",2024-05-28,2024-10-10,2024-10-03,2025-01-01,135,83,218,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0418,Novel method for using a single impression and additive technologies to fabricate a metal post and core and metal coping,2024-11-03,2025-04-10,2025-04-01,2025-01-01,158,,59,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0409,Relationship between vertical hyoid bone position and swallowing function in older adults,2024-10-29,2025-01-20,2025-01-13,2025-01-01,83,,64,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0366,Effect of substrate on the response of 3-dimensional periodontal ligament tissue to compressive stimulation,2024-09-20,2024-12-20,2024-12-17,2025-01-01,91,12,103,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0046,Usefulness of an occlusal force device incorporating a microcomputer,2025-02-06,2025-03-29,2025-03-19,2025-01-01,51,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0452,Clinical success of vital pulp therapy for pulp-exposed permanent teeth: a systematic review and meta-analysis,2024-12-08,2025-04-23,2025-04-17,2025-01-01,136,,24,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0164,Influence of resin and matrix systems on the three-dimensional geometry of reproduced proximal surfaces in Class II resin restorations of primary molars,2025-05-03,2025-09-06,2025-09-02,2025-01-01,126,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0233,Differences in the effectiveness of stabilization splints between the categories of sleep bruxism,2024-06-13,2025-02-22,2025-02-13,2025-01-01,254,,202,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0344,Color formulation algorithm of self-curing acrylic resin for the fabrication of facial prostheses,2024-08-29,2025-01-06,2024-12-23,2025-01-01,130,,125,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0226,Eﬀects of initial periodontal therapy on leucine-rich alpha-2 glycoprotein levels in saliva from Japanese patients with chronic periodontitis,2024-06-08,2024-09-21,2024-09-17,2025-01-01,105,102,207,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0414,Tomographic and 3-dimensional imaging of the larger recurved caniniform teeth on the jawbone of &lt;i&gt;Caprodon schlegelii&lt;/i&gt;,2024-10-31,2024-11-30,2024-11-20,2025-01-01,30,32,62,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0306,In vitro cytotoxicity of dental implant cements on human gingival and mouse preosteoblast cell lines,2024-08-05,2024-10-21,2024-10-09,2025-01-01,77,72,149,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0281,A retrospective cross-sectional analysis of the association between the number of medications and oral functions in university hospital outpatients,2024-07-18,2024-11-18,2024-11-14,2025-01-01,123,44,167,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0222,A novel air-polishing powder from natural eggshell,2024-06-04,2024-09-13,2024-09-02,2025-01-01,101,110,211,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0150,Comparative micro-computed tomography analysis of the removal efficiency of calcium hydroxide-based and calcium silicate-based intracanal medicaments,2025-04-24,2025-08-15,2025-07-23,2025-01-01,113,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0088,Survey on adhesive performance of acrylic-based stick adhesive,2025-03-05,2025-07-31,2025-07-15,2025-01-01,148,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0278,Impact of anatomical and clinical variables on the success of endodontic instrument fragment retrieval,2024-07-14,2024-09-20,2024-09-18,2025-01-01,68,103,171,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0059,Quantification of clinical plastic waste in a university dental clinic in Peru,2025-02-17,2025-05-20,2025-05-08,2025-01-01,92,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0332,Novel approach for forensic dental identification using maxillary homologous models,2024-08-23,2024-12-21,2024-12-18,2025-01-01,120,11,131,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0387,Efficacy evaluation with stratified randomized controlled study of foam dentifrice containing isodecyl galactosides in older adults,2024-10-11,2025-05-01,2025-04-18,2025-01-01,202,,82,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0427,Effect of calcium and phosphate in an artificial chemical model of root caries formation,2024-11-12,2025-02-06,2025-02-04,2025-01-01,86,,50,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.25-0100,Retrospective dental hospital-based study of survival of permanent teeth replanted after avulsion injury,2025-03-13,2025-08-02,2025-07-23,2025-01-01,142,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0429,Decalcification of calcified tissues induced by inorganic polyphosphate in chondrogenic ATDC5 cells in the presence of insulin,2024-11-13,2025-01-02,2024-12-23,2025-01-01,50,,49,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0155,Sixth cranial nerve palsy and trigeminal neuropathic pain due to a space-occupying lesion,2023-04-24,2023-08-29,2023-08-14,2024-01-01,127,125,252,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0080,Association between a past history of nausea and vomiting during pregnancy and fever after the BNT162b2 COVID-19 vaccination,2024-02-28,2024-06-12,2024-06-11,2024-01-01,105,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0421,Reactive oxygen species generation required for autophagy induction during butyrate- or propionate-induced release of damage-associated molecular patterns from dying gingival epithelial Ca9-22 cells,2023-12-07,2024-01-13,2024-01-11,2024-01-01,37,,25,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0166,Assessment of a highly-filled flowable composite for the repair of indirect composites,2023-05-02,2023-11-14,2023-10-27,2024-01-01,196,48,244,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0410,Possible roles of short-chain fatty acids produced by oral bacteria in the development of alveolar osteitis,2023-11-28,2023-12-23,2023-12-19,2024-01-01,25,9,34,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0090,Characteristics of dental materials in the oral cavities of Asian individuals between their 20s and early 40s living temporarily in Japan based on 38 case studies,2024-03-06,2024-05-17,2024-05-17,2024-01-01,72,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0197,Distribution of main occluding area and associated factors in adolescents,2024-05-13,2024-09-03,2024-08-27,2024-01-01,113,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0288,Biological and physical properties of calcium hydroxide-based pulp-capping materials and their modifications,2023-08-15,2023-12-09,2023-12-05,2024-01-01,116,23,139,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0220,Carbonate apatite increases gene expression of osterix and bone morphogenetic protein 2 in the alveolar ridge after socket grafting,2023-06-09,2023-09-08,2023-09-06,2024-01-01,91,115,206,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.24-0018,Measurement of the mandibular canal and mandibular incisive canal using cone beam tomography in adults from South Brazil,2024-01-12,2024-05-07,2024-04-28,2024-01-01,116,,,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0167,Age differences in pain sensitivity and effect of topical lidocaine on the tongue in healthy female subjects,2023-05-03,2023-10-03,2023-09-29,2024-01-01,153,90,243,jstage
Journal of Oral Science,1343-4934,Dentistry,10.2334/josnusd.23-0136,Efficacy of antiseptics for rubber dam sterilization prior to endodontic treatment,2023-04-04,2023-08-29,2023-08-16,2024-01-01,147,125,272,jstage
